biologicalSystem	effect	efoId	ensemblId	pmid	ref	symptom	target	uberonCode	url
respiratory	inhibition_acute	HP_0011037	ENSG00000149575	28216264	Lynch et al. (2017)	decreased urine excretion	SCN2B	UBERON_0001004	""
respiratory	inhibition_acute	HP_0001259	ENSG00000149575	28216264	Lynch et al. (2017)	coma	SCN2B	UBERON_0001004	""
respiratory	activation_acute	HP_0001649	ENSG00000149575	28216264	Lynch et al. (2017)	increased heart rate	SCN2B	UBERON_0001004	""
nervous system	activation_acute	HP_0002094	ENSG00000149575	28216264	Lynch et al. (2017)	dyspnea	SCN2B	UBERON_0001016	""
nervous system	inhibition_acute	GO_1904057	ENSG00000149575	28216264	Lynch et al. (2017)	decreased pain	SCN2B	UBERON_0001016	""
nervous system	inhibition_acute	NCIT_C74532	ENSG00000149575	28216264	Lynch et al. (2017)	agitation	SCN2B	UBERON_0001016	""
nervous system	inhibition_acute	EFO_1000712	ENSG00000149575	28216264	Lynch et al. (2017)	decreased sweating	SCN2B	UBERON_0001016	""
nervous system	inhibition_acute	HP_0011499	ENSG00000149575	28216264	Lynch et al. (2017)	increased pupil diameter	SCN2B	UBERON_0001016	""
nervous system	inhibition_acute	EFO_0009853	ENSG00000149575	28216264	Lynch et al. (2017)	decreased/increased convulsions	SCN2B	UBERON_0001016	""
nervous system	inhibition_acute	HP_0031860	ENSG00000149575	28216264	Lynch et al. (2017)	decreased/increased heart rate	SCN2B	UBERON_0001016	""
nervous system	inhibition_acute	EFO_0005251	ENSG00000149575	28216264	Lynch et al. (2017)	decreased blood pressure	SCN2B	UBERON_0001016	""
nervous system	inhibition_acute	GO_0045822	ENSG00000149575	28216264	Lynch et al. (2017)	decreased cardiac contractility	SCN2B	UBERON_0001016	""
nervous system	inhibition_acute	EFO_1001497	ENSG00000149575	28216264	Lynch et al. (2017)	decreased cardiac conduction	SCN2B	UBERON_0001016	""
nervous system	inhibition_acute	HP_0006677	ENSG00000149575	28216264	Lynch et al. (2017)	increased QRS complex	SCN2B	UBERON_0001016	""
nervous system	inhibition_acute	EFO_0004269	ENSG00000149575	28216264	Lynch et al. (2017)	cardiac arrhythmia	SCN2B	UBERON_0001016	""
nervous system	inhibition_acute	EFO_0009839	ENSG00000149575	28216264	Lynch et al. (2017)	decreased respiratory rate	SCN2B	UBERON_0001016	""
nervous system	inhibition_acute	HP_0030897	ENSG00000149575	28216264	Lynch et al. (2017)	decreased gastrointestinal transit	SCN2B	UBERON_0001016	""
nervous system	inhibition_acute	HP_0011037	ENSG00000149575	28216264	Lynch et al. (2017)	decreased urine excretion	SCN2B	UBERON_0001016	""
nervous system	inhibition_acute	HP_0001259	ENSG00000149575	28216264	Lynch et al. (2017)	coma	SCN2B	UBERON_0001016	""
respiratory	activation_acute	HP_0002094	ENSG00000149575	28216264	Lynch et al. (2017)	dyspnea	SCN2B	UBERON_0001004	""
cardiovascular	activation_acute	EFO_0004269	ENSG00000149575	28216264	Lynch et al. (2017)	cardiac arrhythmia	SCN2B	UBERON_0004535	""
nervous system	activation_acute	GO_0040013	ENSG00000149575	28216264	Lynch et al. (2017)	decreased locomotor activity	SCN2B	UBERON_0001016	""
cardiovascular	activation_acute	HP_0001649	ENSG00000149575	28216264	Lynch et al. (2017)	increased heart rate	SCN2B	UBERON_0004535	""
cardiovascular	activation_acute	GO_0040013	ENSG00000149575	28216264	Lynch et al. (2017)	decreased locomotor activity	SCN2B	UBERON_0004535	""
nervous system	activation_acute	HP_0001649	ENSG00000149575	28216264	Lynch et al. (2017)	increased heart rate	SCN2B	UBERON_0001016	""
nervous system	activation_acute	EFO_0004269	ENSG00000149575	28216264	Lynch et al. (2017)	cardiac arrhythmia	SCN2B	UBERON_0001016	""
respiratory	activation_acute	EFO_0009853	ENSG00000149575	28216264	Lynch et al. (2017)	convulsions	SCN2B	UBERON_0001004	""
nervous system	activation_acute	EFO_0009853	ENSG00000149575	28216264	Lynch et al. (2017)	convulsions	SCN2B	UBERON_0001016	""
respiratory	activation_acute	GO_0040013	ENSG00000149575	28216264	Lynch et al. (2017)	decreased locomotor activity	SCN2B	UBERON_0001004	""
gastrointestinal	activation_acute	HP_0410204	ENSG00000166736	28216264	Lynch et al. (2017)	increased gastrointestinal transit	HTR3A	UBERON_0005409	""
gastrointestinal	inhibition_acute	HP_0030897	ENSG00000166736	28216264	Lynch et al. (2017)	decreased gastrointestinal transit	HTR3A	UBERON_0005409	""
gastrointestinal	inhibition_acute	HP_0002019	ENSG00000166736	28216264	Lynch et al. (2017)	constipation	HTR3A	UBERON_0005409	""
gastrointestinal	inhibition_acute	HP_0031685	ENSG00000166736	28216264	Lynch et al. (2017)	hard stool	HTR3A	UBERON_0005409	""
gastrointestinal	inhibition_acute	HP_0003270	ENSG00000166736	28216264	Lynch et al. (2017)	abdominal distension	HTR3A	UBERON_0005409	""
gastrointestinal	inhibition_acute	MONDO_0000701	ENSG00000166736	28216264	Lynch et al. (2017)	ischemic colitis	HTR3A	UBERON_0005409	""
gastrointestinal	inhibition_acute	GO_1904057	ENSG00000166736	28216264	Lynch et al. (2017)	decreased pain	HTR3A	UBERON_0005409	""
gastrointestinal	inhibition_acute	GO_0050728	ENSG00000166736	28216264	Lynch et al. (2017)	decreased inflammation	HTR3A	UBERON_0005409	""
gastrointestinal	inhibition_acute	EFO_0004874	ENSG00000166736	28216264	Lynch et al. (2017)	increased memory	HTR3A	UBERON_0005409	""
gastrointestinal	inhibition_acute	EFO_0009874	ENSG00000166736	28216264	Lynch et al. (2017)	decreased anxiety	HTR3A	UBERON_0005409	""
gastrointestinal	inhibition_acute	EFO_0009847	ENSG00000166736	28216264	Lynch et al. (2017)	dizziness	HTR3A	UBERON_0005409	""
cardiovascular	activation_acute	HP_0001649	ENSG00000166736	28216264	Lynch et al. (2017)	increased heart rate	HTR3A	UBERON_0004535	""
cardiovascular	inhibition_acute	HP_0030897	ENSG00000166736	28216264	Lynch et al. (2017)	decreased gastrointestinal transit	HTR3A	UBERON_0004535	""
cardiovascular	inhibition_acute	HP_0002019	ENSG00000166736	28216264	Lynch et al. (2017)	constipation	HTR3A	UBERON_0004535	""
cardiovascular	inhibition_acute	HP_0031685	ENSG00000166736	28216264	Lynch et al. (2017)	hard stool	HTR3A	UBERON_0004535	""
cardiovascular	inhibition_acute	HP_0003270	ENSG00000166736	28216264	Lynch et al. (2017)	abdominal distension	HTR3A	UBERON_0004535	""
cardiovascular	inhibition_acute	MONDO_0000701	ENSG00000166736	28216264	Lynch et al. (2017)	ischemic colitis	HTR3A	UBERON_0004535	""
cardiovascular	inhibition_acute	GO_1904057	ENSG00000166736	28216264	Lynch et al. (2017)	decreased pain	HTR3A	UBERON_0004535	""
cardiovascular	inhibition_acute	GO_0050728	ENSG00000166736	28216264	Lynch et al. (2017)	decreased inflammation	HTR3A	UBERON_0004535	""
cardiovascular	inhibition_acute	EFO_0004874	ENSG00000166736	28216264	Lynch et al. (2017)	increased memory	HTR3A	UBERON_0004535	""
cardiovascular	inhibition_acute	EFO_0009874	ENSG00000166736	28216264	Lynch et al. (2017)	decreased anxiety	HTR3A	UBERON_0004535	""
cardiovascular	inhibition_acute	EFO_0009847	ENSG00000166736	28216264	Lynch et al. (2017)	dizziness	HTR3A	UBERON_0004535	""
central nervous system	activation_acute	HP_0410204	ENSG00000166736	28216264	Lynch et al. (2017)	increased gastrointestinal transit	HTR3A	UBERON_0001017	""
central nervous system	inhibition_acute	HP_0030897	ENSG00000166736	28216264	Lynch et al. (2017)	decreased gastrointestinal transit	HTR3A	UBERON_0001017	""
central nervous system	inhibition_acute	HP_0002019	ENSG00000166736	28216264	Lynch et al. (2017)	constipation	HTR3A	UBERON_0001017	""
central nervous system	inhibition_acute	HP_0031685	ENSG00000166736	28216264	Lynch et al. (2017)	hard stool	HTR3A	UBERON_0001017	""
central nervous system	inhibition_acute	HP_0003270	ENSG00000166736	28216264	Lynch et al. (2017)	abdominal distension	HTR3A	UBERON_0001017	""
central nervous system	inhibition_acute	MONDO_0000701	ENSG00000166736	28216264	Lynch et al. (2017)	ischemic colitis	HTR3A	UBERON_0001017	""
central nervous system	inhibition_acute	GO_1904057	ENSG00000166736	28216264	Lynch et al. (2017)	decreased pain	HTR3A	UBERON_0001017	""
central nervous system	inhibition_acute	GO_0050728	ENSG00000166736	28216264	Lynch et al. (2017)	decreased inflammation	HTR3A	UBERON_0001017	""
central nervous system	inhibition_acute	EFO_0004874	ENSG00000166736	28216264	Lynch et al. (2017)	increased memory	HTR3A	UBERON_0001017	""
central nervous system	inhibition_acute	EFO_0009874	ENSG00000166736	28216264	Lynch et al. (2017)	decreased anxiety	HTR3A	UBERON_0001017	""
central nervous system	inhibition_acute	EFO_0009847	ENSG00000166736	28216264	Lynch et al. (2017)	dizziness	HTR3A	UBERON_0001017	""
cardiovascular	activation_acute	HP_0032263	ENSG00000166736	28216264	Lynch et al. (2017)	increased blood pressure	HTR3A	UBERON_0004535	""
cardiovascular	activation_acute	EFO_0003890	ENSG00000166736	28216264	Lynch et al. (2017)	drug abuse/dependence	HTR3A	UBERON_0004535	""
cardiovascular	activation_acute	GO_0120062	ENSG00000166736	28216264	Lynch et al. (2017)	increased gastric emptying	HTR3A	UBERON_0004535	""
gastrointestinal	activation_acute	GO_0120062	ENSG00000166736	28216264	Lynch et al. (2017)	increased gastric emptying	HTR3A	UBERON_0005409	""
gastrointestinal	activation_acute	HP_0002017	ENSG00000166736	28216264	Lynch et al. (2017)	vomiting	HTR3A	UBERON_0005409	""
gastrointestinal	activation_acute	HP_0002104	ENSG00000166736	28216264	Lynch et al. (2017)	apnea	HTR3A	UBERON_0005409	""
central nervous system	activation_acute	HP_0032263	ENSG00000166736	28216264	Lynch et al. (2017)	increased blood pressure	HTR3A	UBERON_0001017	""
central nervous system	activation_acute	HP_0002017	ENSG00000166736	28216264	Lynch et al. (2017)	vomiting	HTR3A	UBERON_0001017	""
gastrointestinal	activation_acute	EFO_0001072	ENSG00000166736	28216264	Lynch et al. (2017)	decreased memory	HTR3A	UBERON_0005409	""
central nervous system	activation_acute	HP_0002104	ENSG00000166736	28216264	Lynch et al. (2017)	apnea	HTR3A	UBERON_0001017	""
cardiovascular	activation_acute	HP_0002104	ENSG00000166736	28216264	Lynch et al. (2017)	apnea	HTR3A	UBERON_0004535	""
central nervous system	activation_acute	GO_0120062	ENSG00000166736	28216264	Lynch et al. (2017)	increased gastric emptying	HTR3A	UBERON_0001017	""
cardiovascular	activation_acute	HP_0410204	ENSG00000166736	28216264	Lynch et al. (2017)	increased gastrointestinal transit	HTR3A	UBERON_0004535	""
gastrointestinal	activation_acute	EFO_0003890	ENSG00000166736	28216264	Lynch et al. (2017)	drug abuse/dependence	HTR3A	UBERON_0005409	""
central nervous system	activation_acute	HP_0001649	ENSG00000166736	28216264	Lynch et al. (2017)	increased heart rate	HTR3A	UBERON_0001017	""
gastrointestinal	activation_acute	HP_0001649	ENSG00000166736	28216264	Lynch et al. (2017)	increased heart rate	HTR3A	UBERON_0005409	""
central nervous system	activation_acute	EFO_0001072	ENSG00000166736	28216264	Lynch et al. (2017)	decreased memory	HTR3A	UBERON_0001017	""
cardiovascular	activation_acute	EFO_0001072	ENSG00000166736	28216264	Lynch et al. (2017)	decreased memory	HTR3A	UBERON_0004535	""
gastrointestinal	activation_acute	HP_0032263	ENSG00000166736	28216264	Lynch et al. (2017)	increased blood pressure	HTR3A	UBERON_0005409	""
central nervous system	activation_acute	EFO_0003890	ENSG00000166736	28216264	Lynch et al. (2017)	drug abuse/dependence	HTR3A	UBERON_0001017	""
cardiovascular	activation_acute	HP_0002017	ENSG00000166736	28216264	Lynch et al. (2017)	vomiting	HTR3A	UBERON_0004535	""
endocrine	activation_acute	GO_1904057	ENSG00000113580	28216264	Lynch et al. (2017)	decreased pain	NR3C1	UBERON_0000949	""
endocrine	inhibition_acute	GO_0050729	ENSG00000113580	28216264	Lynch et al. (2017)	increased inflammation	NR3C1	UBERON_0000949	""
endocrine	inhibition_acute	GO_0051930	ENSG00000113580	28216264	Lynch et al. (2017)	increased/decreased pain	NR3C1	UBERON_0000949	""
endocrine	inhibition_acute	EFO_0001072	ENSG00000113580	28216264	Lynch et al. (2017)	decreased memory	NR3C1	UBERON_0000949	""
endocrine	inhibition_acute	HP_0012378	ENSG00000113580	28216264	Lynch et al. (2017)	fatigue	NR3C1	UBERON_0000949	""
endocrine	inhibition_acute	HP_0002900	ENSG00000113580	28216264	Lynch et al. (2017)	decreased blood potassium	NR3C1	UBERON_0000949	""
endocrine	inhibition_acute	EFO_0009373	ENSG00000113580	28216264	Lynch et al. (2017)	edema	NR3C1	UBERON_0000949	""
endocrine	inhibition_acute	MONDO_0041161	ENSG00000113580	28216264	Lynch et al. (2017)	endometrial thickening	NR3C1	UBERON_0000949	""
immune	activation_acute	HP_0003074	ENSG00000113580	28216264	Lynch et al. (2017)	increased blood glucose	NR3C1	UBERON_0002405	""
immune	inhibition_acute	GO_0050729	ENSG00000113580	28216264	Lynch et al. (2017)	increased inflammation	NR3C1	UBERON_0002405	""
immune	inhibition_acute	GO_0051930	ENSG00000113580	28216264	Lynch et al. (2017)	increased/decreased pain	NR3C1	UBERON_0002405	""
immune	inhibition_acute	EFO_0001072	ENSG00000113580	28216264	Lynch et al. (2017)	decreased memory	NR3C1	UBERON_0002405	""
immune	inhibition_acute	HP_0012378	ENSG00000113580	28216264	Lynch et al. (2017)	fatigue	NR3C1	UBERON_0002405	""
immune	inhibition_acute	HP_0002900	ENSG00000113580	28216264	Lynch et al. (2017)	decreased blood potassium	NR3C1	UBERON_0002405	""
immune	inhibition_acute	EFO_0009373	ENSG00000113580	28216264	Lynch et al. (2017)	edema	NR3C1	UBERON_0002405	""
immune	inhibition_acute	MONDO_0041161	ENSG00000113580	28216264	Lynch et al. (2017)	endometrial thickening	NR3C1	UBERON_0002405	""
nervous system	activation_acute	GO_0061045	ENSG00000113580	28216264	Lynch et al. (2017)	decreased wound repair	NR3C1	UBERON_0001016	""
nervous system	inhibition_acute	GO_0050729	ENSG00000113580	28216264	Lynch et al. (2017)	increased inflammation	NR3C1	UBERON_0001016	""
nervous system	inhibition_acute	GO_0051930	ENSG00000113580	28216264	Lynch et al. (2017)	increased/decreased pain	NR3C1	UBERON_0001016	""
nervous system	inhibition_acute	EFO_0001072	ENSG00000113580	28216264	Lynch et al. (2017)	decreased memory	NR3C1	UBERON_0001016	""
nervous system	inhibition_acute	HP_0012378	ENSG00000113580	28216264	Lynch et al. (2017)	fatigue	NR3C1	UBERON_0001016	""
nervous system	inhibition_acute	HP_0002900	ENSG00000113580	28216264	Lynch et al. (2017)	decreased blood potassium	NR3C1	UBERON_0001016	""
nervous system	inhibition_acute	EFO_0009373	ENSG00000113580	28216264	Lynch et al. (2017)	edema	NR3C1	UBERON_0001016	""
nervous system	inhibition_acute	MONDO_0041161	ENSG00000113580	28216264	Lynch et al. (2017)	endometrial thickening	NR3C1	UBERON_0001016	""
nervous system	activation_acute	EFO_0002614	ENSG00000113580	28216264	Lynch et al. (2017)	insulin resistance	NR3C1	UBERON_0001016	""
immune	activation_acute	EFO_0003882	ENSG00000113580	28216264	Lynch et al. (2017)	osteoporosis	NR3C1	UBERON_0002405	""
immune	activation_acute	GO_0010876	ENSG00000113580	28216264	Lynch et al. (2017)	lipid redistribution	NR3C1	UBERON_0002405	""
immune	activation_acute	GO_0050728	ENSG00000113580	28216264	Lynch et al. (2017)	decreased inflammation	NR3C1	UBERON_0002405	""
nervous system	activation_acute	HP_0003074	ENSG00000113580	28216264	Lynch et al. (2017)	increased blood glucose	NR3C1	UBERON_0001016	""
nervous system	activation_acute	HP_0003199	ENSG00000113580	28216264	Lynch et al. (2017)	decreased muscle mass	NR3C1	UBERON_0001016	""
nervous system	activation_acute	GO_0010876	ENSG00000113580	28216264	Lynch et al. (2017)	lipid redistribution	NR3C1	UBERON_0001016	""
endocrine	activation_acute	HP_0003074	ENSG00000113580	28216264	Lynch et al. (2017)	increased blood glucose	NR3C1	UBERON_0000949	""
endocrine	activation_acute	GO_0061045	ENSG00000113580	28216264	Lynch et al. (2017)	decreased wound repair	NR3C1	UBERON_0000949	""
nervous system	activation_acute	EFO_0003882	ENSG00000113580	28216264	Lynch et al. (2017)	osteoporosis	NR3C1	UBERON_0001016	""
endocrine	activation_acute	EFO_0002614	ENSG00000113580	28216264	Lynch et al. (2017)	insulin resistance	NR3C1	UBERON_0000949	""
immune	activation_acute	EFO_0002614	ENSG00000113580	28216264	Lynch et al. (2017)	insulin resistance	NR3C1	UBERON_0002405	""
immune	activation_acute	HP_0032263	ENSG00000113580	28216264	Lynch et al. (2017)	increased blood pressure	NR3C1	UBERON_0002405	""
endocrine	activation_acute	GO_0035815	ENSG00000113580	28216264	Lynch et al. (2017)	increased urinary sodium excretion	NR3C1	UBERON_0000949	""
immune	activation_acute	GO_0061045	ENSG00000113580	28216264	Lynch et al. (2017)	decreased wound repair	NR3C1	UBERON_0002405	""
nervous system	activation_acute	GO_0050728	ENSG00000113580	28216264	Lynch et al. (2017)	decreased inflammation	NR3C1	UBERON_0001016	""
endocrine	activation_acute	GO_0010876	ENSG00000113580	28216264	Lynch et al. (2017)	lipid redistribution	NR3C1	UBERON_0000949	""
nervous system	activation_acute	GO_1904057	ENSG00000113580	28216264	Lynch et al. (2017)	decreased pain	NR3C1	UBERON_0001016	""
immune	activation_acute	GO_0035815	ENSG00000113580	28216264	Lynch et al. (2017)	increased urinary sodium excretion	NR3C1	UBERON_0002405	""
immune	activation_acute	EFO_0004874	ENSG00000113580	28216264	Lynch et al. (2017)	increased memory	NR3C1	UBERON_0002405	""
endocrine	activation_acute	EFO_0003882	ENSG00000113580	28216264	Lynch et al. (2017)	osteoporosis	NR3C1	UBERON_0000949	""
endocrine	activation_acute	HP_0032263	ENSG00000113580	28216264	Lynch et al. (2017)	increased blood pressure	NR3C1	UBERON_0000949	""
immune	activation_acute	HP_0003199	ENSG00000113580	28216264	Lynch et al. (2017)	decreased muscle mass	NR3C1	UBERON_0002405	""
nervous system	activation_acute	EFO_0004874	ENSG00000113580	28216264	Lynch et al. (2017)	increased memory	NR3C1	UBERON_0001016	""
nervous system	activation_acute	HP_0032263	ENSG00000113580	28216264	Lynch et al. (2017)	increased blood pressure	NR3C1	UBERON_0001016	""
endocrine	activation_acute	GO_0050728	ENSG00000113580	28216264	Lynch et al. (2017)	decreased inflammation	NR3C1	UBERON_0000949	""
immune	activation_acute	GO_1904057	ENSG00000113580	28216264	Lynch et al. (2017)	decreased pain	NR3C1	UBERON_0002405	""
endocrine	activation_acute	HP_0003199	ENSG00000113580	28216264	Lynch et al. (2017)	decreased muscle mass	NR3C1	UBERON_0000949	""
nervous system	activation_acute	GO_0035815	ENSG00000113580	28216264	Lynch et al. (2017)	increased urinary sodium excretion	NR3C1	UBERON_0001016	""
endocrine	activation_acute	EFO_0004874	ENSG00000113580	28216264	Lynch et al. (2017)	increased memory	NR3C1	UBERON_0000949	""
renal	activation_acute	EFO_0004269	ENSG00000006071	28216264	Lynch et al. (2017)	cardiac arrhythmia	ABCC8	UBERON_0001008	""
renal	inhibition_acute	HP_0001662	ENSG00000006071	28216264	Lynch et al. (2017)	decreased heart rate	ABCC8	UBERON_0001008	""
renal	inhibition_acute	MONDO_0000465	ENSG00000006071	28216264	Lynch et al. (2017)	atrioventricular block	ABCC8	UBERON_0001008	""
renal	inhibition_acute	HP_0000842	ENSG00000006071	28216264	Lynch et al. (2017)	increased blood insulin	ABCC8	UBERON_0001008	""
renal	inhibition_acute	HP_0001943	ENSG00000006071	28216264	Lynch et al. (2017)	decreased blood glucose	ABCC8	UBERON_0001008	""
