BIOENTITY	SEMANTIC_TAG	STUDY	ANNOTATOR	ANNOTATION_DATE
41272#F222#F22.2 Partial glossectomy	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F23#F23 Extirpation of lesion of tongue	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F231#F23.1 Excision of lesion of tongue	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F232#F23.2 Destruction of lesion of tongue	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F24#F24 Incision of tongue	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F241#F24.1 Biopsy of lesion of tongue	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F26#F26 Other operations on tongue	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F268#F26.8 Other specified other operations on tongue	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F28#F28 Extirpation of lesion of palate	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F281#F28.1 Excision of lesion of palate	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F30#F30 Other repair of palate	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F32#F32 Other operations on palate	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F321#F32.1 Biopsy of lesion of palate	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F324#F32.4 Operations on uvula NEC	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F325#F32.5 Uvulopalatopharyngoplasty	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F326#F32.6 Uvulopalatoplasty	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F328#F32.8 Other specified other operations on palate	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F34#F34 Excision of tonsil	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F341#F34.1 Bilateral dissection tonsillectomy	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F344#F34.4 Bilateral excision of tonsil NEC	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F345#F34.5 Excision of remnant of tonsil	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F348#F34.8 Other specified excision of tonsil	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F349#F34.9 Unspecified excision of tonsil	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F36#F36 Other operations on tonsil	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F362#F36.2 Biopsy of lesion of tonsil	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F363#F36.3 Drainage of abscess of peritonsillar region	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F368#F36.8 Other specified other operations on tonsil	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F38#F38 Extirpation of lesion of other part of mouth	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F381#F38.1 Excision of lesion of floor of mouth	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F382#F38.2 Excision of lesion of mouth NEC	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F384#F38.4 Destruction of lesion of mouth NEC	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F39#F39 Reconstruction of other part of mouth	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F391#F39.1 Reconstruction of mouth using flap NEC	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F40#F40 Other repair of other part of mouth	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F42#F42 Other operations on mouth	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F421#F42.1 Biopsy of lesion of mouth NEC	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F422#F42.2 Incision of mouth NEC	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F428#F42.8 Other specified other operations on mouth	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F43#F43 Other examinations of mouth	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F44#F44 Excision of salivary gland	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F441#F44.1 Total excision of parotid gland	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F442#F44.2 Partial excision of parotid gland	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F443#F44.3 Excision of parotid gland NEC	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F444#F44.4 Excision of submandibular gland	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F45#F45 Extirpation of lesion of salivary gland	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F451#F45.1 Excision of lesion of parotid gland	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F452#F45.2 Excision of lesion of submandibular gland	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F48#F48 Other operations on salivary gland	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F481#F48.1 Biopsy of lesion of salivary gland	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F488#F48.8 Other specified other operations on salivary gland	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F51#F51 Open extraction of calculus from salivary duct	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F512#F51.2 Open extraction of calculus from submandibular duct	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#F63#F63 Insertion of dental prosthesis	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#O01#O01 Transluminal coil embolisation of aneurysm of artery	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#O011#O01.1 Percutaneous transluminal coil embolisation of small aneurysm of artery	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#O012#O01.2 Percutaneous transluminal coil embolisation of medium aneurysm of artery	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#O019#O01.9 Unspecified transluminal coil embolisation of aneurysm of artery	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#O03#O03 Transluminal stent assisted coil embolisation of aneurysm of artery	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#O033#O03.3 Percutaneous transluminal stent assisted coil embolisation of single aneurysm of artery	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#O07#O07 Hybrid prosthetic replacement of shoulder joint using cemented glenoid component	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#O071#O07.1 Primary hybrid prosthetic replacement of shoulder joint using cemented glenoid component	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#O11#O11 Other upper digestive tract	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#O111#O11.1 Gastro-oesophageal junction	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#O12#O12 Branch of external carotid artery	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#O121#O12.1 Superficial temporal artery	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#O13#O13 Other leg region	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#O131#O13.1 Multiple digits of foot NEC	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#O14#O14 Other lymph node	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#O141#O14.1 Pelvic lymph node	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#O142#O14.2 Sentinel lymph node	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#O16#O16 Body region	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#O161#O16.1 Pelvis NEC	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#O162#O16.2 Spine NEC	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#O17#O17 Secondary closed reduction of fracture of bone and internal fixation	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#O172#O17.2 Remanipulation of fracture of long bone and rigid internal fixation NEC	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#O19#O19 Other therapeutic endoscopic operations on other joint structure	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#O192#O19.2 Endoscopic excision of infrapatellar fat pad	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#O20#O20 Endovascular placement of stent graft	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#O203#O20.3 Endovascular placement of one stent graft NEC	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#O205#O20.5 Endovascular placement of three or more stent grafts	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#O21#O21 Total prosthetic replacement of elbow joint using cement	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#O27#O27 Other stabilising operations on joint	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#O271#O27.1 Extra-articular ligament reconstruction for stabilisation of joint	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#O28#O28 Other cerebral artery	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#O29#O29 Excision of bone	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#O291#O29.1 Subacromial decompression	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#O30#O30 Other large intestine	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#O301#O30.1 Hepatic flexure	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#O302#O30.2 Splenic flexure	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#O31#O31 Other arm region	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#O311#O31.1 Wrist NEC	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#O32#O32 Total prosthetic replacement of ankle joint	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#O321#O32.1 Primary total prosthetic replacement of ankle joint NEC	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X08#X08 Amputation of hand	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X083#X08.3 Amputation of phalanx of finger	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X084#X08.4 Amputation of finger NEC	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X09#X09 Amputation of leg	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X093#X09.3 Amputation of leg above knee	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X095#X09.5 Amputation of leg below knee	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X10#X10 Amputation of foot	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X104#X10.4 Amputation through metatarsal bones	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X11#X11 Amputation of toe	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X111#X11.1 Amputation of great toe	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X112#X11.2 Amputation of phalanx of toe	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X118#X11.8 Other specified amputation of toe	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X119#X11.9 Unspecified amputation of toe	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X12#X12 Operations on amputation stump	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X14#X14 Clearance of pelvis	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X28#X28 Intermittent infusion of therapeutic substance	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X281#X28.1 Intermittent intravenous infusion of therapeutic substance	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X29#X29 Continuous Infusion of therapeutic substance	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X291#X29.1 Continuous subcutaneous infusion of insulin	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X292#X29.2 Continuous intravenous infusion of therapeutic substance NEC	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X293#X29.3 Continuous subcutaneous infusion of therapeutic substance NEC	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X298#X29.8 Other specified continuous Infusion of therapeutic substance	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X299#X29.9 Unspecified continuous Infusion of therapeutic substance	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X30#X30 Injection of therapeutic substance	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X301#X30.1 Injection of Rh immune globulin	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X302#X30.2 Injection of gamma globulin	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X308#X30.8 Other specified injection of therapeutic substance	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X309#X30.9 Unspecified injection of therapeutic substance	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X31#X31 Injection of radiocontrast material	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X312#X31.2 Intravenous pyelography	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X313#X31.3 Intravenous injection of radiocontrast material NEC	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X318#X31.8 Other specified injection of radiocontrast material	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X32#X32 Exchange blood transfusion	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X323#X32.3 Exchange of plasma (2-9)	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X33#X33 Other blood transfusion	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X332#X33.2 Intravenous blood transfusion of packed cells	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X333#X33.3 Intravenous blood transfusion of platelets	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X334#X33.4 Autologous peripheral blood stem cell transplant	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X336#X33.6 Allogeneic peripheral blood stem cell transplant	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X337#X33.7 Autologous transfusion of red blood cells	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X338#X33.8 Other specified other blood transfusion	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X339#X33.9 Unspecified other blood transfusion	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X34#X34 Other intravenous transfusion	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X342#X34.2 Transfusion of plasma NEC	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X348#X34.8 Other specified other intravenous transfusion	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X35#X35 Other intravenous injection	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X352#X35.2 Intravenous chemotherapy	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X353#X35.3 Intravenous immunotherapy	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X355#X35.5 Intravenous injection of antimicrobial therapy	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X358#X35.8 Other specified other intravenous injection	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X359#X35.9 Unspecified other intravenous injection	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X36#X36 Blood withdrawal	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X361#X36.1 Blood donation	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X362#X36.2 Venesection	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X363#X36.3 Venous sampling	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X364#X36.4 Autologous blood salvage	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X368#X36.8 Other specified blood withdrawal	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X369#X36.9 Unspecified blood withdrawal	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X37#X37 Intramuscular injection	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X373#X37.3 Intramuscular chemotherapy	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X375#X37.5 Intramuscular injection for local action	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X376#X37.6 Intramuscular hormone therapy	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X378#X37.8 Other specified intramuscular injection	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X379#X37.9 Unspecified intramuscular injection	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X38#X38 Subcutaneous injection	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X381#X38.1 Injection of triamcinolone for local action	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X382#X38.2 Injection of steroid for local action NEC	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X383#X38.3 Injection of hormone for local action NEC	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X384#X38.4 Subcutaneous chemotherapy	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X385#X38.5 Subcutaneous immunotherapy	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X386#X38.6 Subcutaneous injection for local action NEC	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X387#X38.7 Subcutaneous injection of haematological growth factor	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X388#X38.8 Other specified subcutaneous injection	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X389#X38.9 Unspecified subcutaneous injection	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X39#X39 Other route of administration of therapeutic substance	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X391#X39.1 Oral administration of therapeutic substance	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X394#X39.4 Inhalation administration of therapeutic substance	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X396#X39.6 Intraocular administration of therapeutic substance	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X40#X40 Compensation for renal failure	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X401#X40.1 Renal dialysis	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X402#X40.2 Peritoneal dialysis NEC	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X403#X40.3 Haemodialysis NEC	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X404#X40.4 Haemofiltration	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#X41#X41 Placement of ambulatory apparatus for compensation for renal failure	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
